Time,Voltage,Current,Ah
7/23/2017 3:35,3.61571,-2.89982,1.48336
7/23/2017 3:36,3.61314,-2.89982,1.4753
7/23/2017 3:37,3.60992,-2.89982,1.46725
7/23/2017 3:38,3.60671,-2.899,1.45919
7/23/2017 3:39,3.60413,-2.899,1.45114
7/23/2017 3:40,3.60092,-2.899,1.44309
7/23/2017 3:41,3.5977,-2.89982,1.43503
7/23/2017 3:42,3.59448,-2.899,1.42698
7/23/2017 3:43,3.59191,-2.89982,1.41893
7/23/2017 3:44,3.58869,-2.89982,1.41087
7/23/2017 3:45,3.58548,-2.89982,1.40281
7/23/2017 3:46,3.58226,-2.89982,1.39476
7/23/2017 3:47,3.57904,-2.89982,1.38671
7/23/2017 3:48,3.57583,-2.899,1.37865
7/23/2017 3:49,3.57325,-2.89982,1.3706
7/23/2017 3:50,3.57004,-2.899,1.36255
7/23/2017 3:51,3.56682,-2.89982,1.35449
7/23/2017 3:52,3.5636,-2.899,1.34644
7/23/2017 3:53,3.56103,-2.899,1.33839
7/23/2017 3:54,3.55781,-2.89982,1.33033
7/23/2017 3:55,3.55459,-2.899,1.32227
7/23/2017 3:56,3.55138,-2.89982,1.31422
7/23/2017 3:57,3.5488,-2.899,1.30617
7/23/2017 3:58,3.54559,-2.899,1.29812
7/23/2017 3:59,3.54237,-2.89982,1.29007
7/23/2017 4:00,3.53915,-2.89982,1.28201
7/23/2017 4:01,3.53594,-2.89982,1.27396
7/23/2017 4:02,3.53336,-2.89982,1.2659
7/23/2017 4:03,3.53015,-2.899,1.25784
7/23/2017 4:04,3.52693,-2.899,1.24979
7/23/2017 4:05,3.52436,-2.89982,1.24174
7/23/2017 4:06,3.52114,-2.899,1.23369
7/23/2017 4:07,3.51857,-2.89982,1.22563
7/23/2017 4:08,3.51535,-2.899,1.21758
7/23/2017 4:09,3.51213,-2.89982,1.20952
7/23/2017 4:10,3.50956,-2.899,1.20147
7/23/2017 4:11,3.50634,-2.89982,1.19341
7/23/2017 4:12,3.50313,-2.89982,1.18536
7/23/2017 4:13,3.50055,-2.899,1.17731
7/23/2017 4:14,3.49798,-2.89982,1.16925
7/23/2017 4:15,3.49476,-2.89982,1.1612
7/23/2017 4:16,3.49219,-2.89982,1.15314
7/23/2017 4:17,3.48897,-2.89982,1.14509
7/23/2017 4:18,3.4864,-2.89982,1.13704
7/23/2017 4:19,3.48382,-2.89982,1.12899
7/23/2017 4:20,3.48061,-2.89982,1.12093
7/23/2017 4:21,3.47803,-2.89982,1.11287
7/23/2017 4:22,3.47546,-2.899,1.10482
7/23/2017 4:23,3.47224,-2.899,1.09677
7/23/2017 4:24,3.46967,-2.89982,1.08871
7/23/2017 4:25,3.4671,-2.899,1.08066
7/23/2017 4:26,3.46452,-2.899,1.07261
7/23/2017 4:27,3.46195,-2.89982,1.06455
7/23/2017 4:28,3.45873,-2.89982,1.0565
7/23/2017 4:29,3.45616,-2.89982,1.04844
7/23/2017 4:30,3.45359,-2.89982,1.04039
7/23/2017 4:31,3.45101,-2.89982,1.03234
7/23/2017 4:32,3.44844,-2.89982,1.02428
7/23/2017 4:33,3.44587,-2.89982,1.01623
7/23/2017 4:34,3.44329,-2.899,1.00818
7/23/2017 4:35,3.44072,-2.899,1.00012
7/23/2017 4:36,3.43879,-2.89982,0.99207
7/23/2017 4:37,3.43622,-2.89982,0.98402
7/23/2017 4:38,3.43364,-2.899,0.97596
7/23/2017 4:39,3.43107,-2.899,0.9679
7/23/2017 4:40,3.4285,-2.899,0.95985
7/23/2017 4:41,3.42592,-2.89982,0.9518
7/23/2017 4:42,3.42335,-2.899,0.94375
7/23/2017 4:43,3.42077,-2.899,0.93569
7/23/2017 4:44,3.41884,-2.899,0.92764
7/23/2017 4:45,3.41627,-2.899,0.91959
7/23/2017 4:46,3.4137,-2.899,0.91153
7/23/2017 4:47,3.41112,-2.89982,0.90348
7/23/2017 4:48,3.40919,-2.89982,0.89542
7/23/2017 4:49,3.40662,-2.899,0.88737
7/23/2017 4:50,3.40405,-2.89982,0.87931
7/23/2017 4:51,3.40212,-2.89982,0.87126
7/23/2017 4:52,3.39954,-2.899,0.86321
7/23/2017 4:53,3.39697,-2.899,0.85515
7/23/2017 4:54,3.39504,-2.899,0.8471
7/23/2017 4:55,3.39247,-2.89982,0.83904
7/23/2017 4:56,3.38989,-2.89982,0.83099
7/23/2017 4:57,3.38796,-2.899,0.82294
7/23/2017 4:58,3.38539,-2.89982,0.81488
7/23/2017 4:59,3.38282,-2.89982,0.80683
7/23/2017 5:00,3.38024,-2.89982,0.79877
7/23/2017 5:01,3.37831,-2.89982,0.79072
7/23/2017 5:02,3.37574,-2.899,0.78267
7/23/2017 5:03,3.37317,-2.899,0.77461
7/23/2017 5:04,3.37059,-2.899,0.76656
7/23/2017 5:05,3.36866,-2.899,0.7585
7/23/2017 5:06,3.36609,-2.899,0.75045
7/23/2017 5:07,3.36352,-2.89982,0.7424
7/23/2017 5:08,3.36094,-2.89982,0.73434
7/23/2017 5:09,3.35901,-2.89982,0.72629
7/23/2017 5:10,3.35644,-2.89982,0.71824
7/23/2017 5:11,3.35386,-2.89982,0.71018
7/23/2017 5:12,3.35129,-2.899,0.70213
7/23/2017 5:13,3.34872,-2.899,0.69407
7/23/2017 5:14,3.34614,-2.89982,0.68602
7/23/2017 5:15,3.34357,-2.89982,0.67797
7/23/2017 5:16,3.341,-2.89982,0.66991
7/23/2017 5:17,3.33842,-2.89982,0.66186
7/23/2017 5:18,3.33585,-2.89982,0.65381
7/23/2017 5:19,3.33328,-2.89982,0.64575
7/23/2017 5:20,3.3307,-2.89982,0.63769
7/23/2017 5:21,3.32749,-2.89982,0.62964
7/23/2017 5:22,3.32491,-2.89982,0.62159
7/23/2017 5:23,3.32234,-2.899,0.61353
7/23/2017 5:24,3.31912,-2.899,0.60548
7/23/2017 5:25,3.31655,-2.89982,0.59742
7/23/2017 5:26,3.31333,-2.899,0.58937
7/23/2017 5:27,3.31012,-2.89982,0.58132
7/23/2017 5:28,3.30754,-2.899,0.57327
7/23/2017 5:29,3.30433,-2.899,0.56521
7/23/2017 5:30,3.30111,-2.89982,0.55716
7/23/2017 5:31,3.29789,-2.89982,0.54911
7/23/2017 5:32,3.29468,-2.89982,0.54105
7/23/2017 5:33,3.2921,-2.899,0.533
7/23/2017 5:34,3.28824,-2.89982,0.52494
7/23/2017 5:35,3.28502,-2.89982,0.51689
7/23/2017 5:36,3.28181,-2.899,0.50883
7/23/2017 5:37,3.27859,-2.899,0.50078
7/23/2017 5:38,3.27537,-2.899,0.49272
7/23/2017 5:39,3.27151,-2.899,0.48467
7/23/2017 5:40,3.2683,-2.899,0.47661
7/23/2017 5:41,3.26444,-2.89982,0.46857
7/23/2017 5:42,3.26122,-2.89982,0.46051
7/23/2017 5:43,3.25672,-2.89982,0.45246
7/23/2017 5:44,3.25286,-2.89982,0.4444
7/23/2017 5:45,3.249,-2.899,0.43634
7/23/2017 5:46,3.24514,-2.89982,0.42829
7/23/2017 5:47,3.24128,-2.899,0.42024
7/23/2017 5:48,3.23677,-2.899,0.41219
7/23/2017 5:49,3.23227,-2.89982,0.40413
7/23/2017 5:50,3.22777,-2.899,0.39608
7/23/2017 5:51,3.22391,-2.89982,0.38802
7/23/2017 5:52,3.21876,-2.89982,0.37997
7/23/2017 5:53,3.21425,-2.899,0.37191
7/23/2017 5:54,3.20911,-2.89982,0.36386
7/23/2017 5:55,3.20396,-2.89982,0.35581
7/23/2017 5:56,3.19946,-2.89982,0.34775
7/23/2017 5:57,3.19367,-2.89982,0.3397
7/23/2017 5:58,3.18852,-2.89982,0.33164
7/23/2017 5:59,3.18273,-2.899,0.32359
7/23/2017 6:00,3.17694,-2.89982,0.31554
7/23/2017 6:01,3.17115,-2.89982,0.30749
7/23/2017 6:02,3.16472,-2.89982,0.29943
7/23/2017 6:03,3.15828,-2.89982,0.29138
7/23/2017 6:04,3.15185,-2.899,0.28332
7/23/2017 6:05,3.14541,-2.89982,0.27527
7/23/2017 6:06,3.13834,-2.89982,0.26721
7/23/2017 6:07,3.13062,-2.899,0.25916
7/23/2017 6:08,3.12354,-2.89982,0.25111
7/23/2017 6:09,3.11582,-2.899,0.24305
7/23/2017 6:10,3.1081,-2.89982,0.235
7/23/2017 6:11,3.09974,-2.89982,0.22695
7/23/2017 6:12,3.09137,-2.89982,0.21889
7/23/2017 6:13,3.08236,-2.899,0.21083
7/23/2017 6:14,3.07336,-2.89982,0.20278
7/23/2017 6:15,3.06371,-2.89982,0.19473
7/23/2017 6:16,3.05406,-2.899,0.18667
7/23/2017 6:17,3.04376,-2.89982,0.17862
7/23/2017 6:18,3.03347,-2.89982,0.17057
7/23/2017 6:19,3.02253,-2.899,0.16251
7/23/2017 6:20,3.01095,-2.89982,0.15446
7/23/2017 6:21,2.99873,-2.89982,0.1464
7/23/2017 6:22,2.98586,-2.89982,0.13835
7/23/2017 6:23,2.97299,-2.89982,0.13029
7/23/2017 6:24,2.95884,-2.89982,0.12224
7/23/2017 6:25,2.94404,-2.899,0.11419
7/23/2017 6:26,2.9286,-2.899,0.10613
7/23/2017 6:27,2.91252,-2.899,0.09808
7/23/2017 6:28,2.89515,-2.89982,0.09003
7/23/2017 6:29,2.87649,-2.89982,0.08197
7/23/2017 6:30,2.87584,-2.899,0.08149
7/23/2017 6:31,3.17321,0,0.08149
7/23/2017 6:32,3.2131,0,0.08149
7/23/2017 6:33,3.23948,0,0.08149
7/23/2017 6:34,3.25814,0,0.08149
7/23/2017 6:35,3.27294,0,0.08149
7/23/2017 6:36,3.28516,0,0.08149
7/23/2017 6:37,3.29481,0,0.08149
7/23/2017 6:38,3.30318,0,0.08149
7/23/2017 6:39,3.30961,0,0.08149
7/23/2017 6:40,3.3154,0,0.08149
7/23/2017 6:41,3.32055,0,0.08149
7/23/2017 6:42,3.32441,0,0.08149
7/23/2017 6:43,3.32763,0,0.08149
7/23/2017 6:44,3.33149,0,0.08149
7/23/2017 6:45,3.33406,0,0.08149
7/23/2017 6:46,3.33663,0,0.08149
7/23/2017 6:47,3.33856,0,0.08149
7/23/2017 6:48,3.34049,0,0.08149
7/23/2017 6:49,3.34242,0,0.08149
7/23/2017 6:50,3.34371,0,0.08149
7/23/2017 6:51,3.345,0,0.08149
7/23/2017 6:52,3.34629,0,0.08149
7/23/2017 6:53,3.34757,0,0.08149
7/23/2017 6:54,3.34822,0,0.08149
7/23/2017 6:55,3.3495,0,0.08149
7/23/2017 6:56,3.35015,0,0.08149
7/23/2017 6:57,3.35143,0,0.08149
7/23/2017 6:58,3.35208,0,0.08149
7/23/2017 6:59,3.35272,0,0.08149
7/23/2017 7:00,3.35401,0,0.08149
7/23/2017 7:01,3.35336,0,0.08149
7/23/2017 7:02,3.97214,-2.899,2.28817
7/23/2017 7:03,3.95799,-2.899,2.28011
7/23/2017 7:04,3.94898,-2.899,2.27206
7/23/2017 7:05,3.94126,-2.89982,2.26401
7/23/2017 7:06,3.93482,-2.899,2.25596
7/23/2017 7:07,3.92968,-2.899,2.2479
7/23/2017 7:08,3.92517,-2.899,2.23984
7/23/2017 7:09,3.92067,-2.899,2.23179
7/23/2017 7:10,3.91681,-2.89982,2.22374
7/23/2017 7:11,3.91359,-2.89982,2.21568
7/23/2017 7:12,3.91038,-2.89982,2.20763
7/23/2017 7:13,3.90652,-2.89982,2.19957
7/23/2017 7:14,3.9033,-2.89982,2.19153
7/23/2017 7:15,3.90073,-2.899,2.18347
7/23/2017 7:16,3.89751,-2.899,2.17541
7/23/2017 7:17,3.89429,-2.899,2.16736
7/23/2017 7:18,3.89172,-2.899,2.1593
7/23/2017 7:19,3.8885,-2.89982,2.15125
7/23/2017 7:20,3.88528,-2.89982,2.1432
7/23/2017 7:21,3.88271,-2.899,2.13515
7/23/2017 7:22,3.88014,-2.899,2.12708
7/23/2017 7:23,3.87692,-2.899,2.11904
7/23/2017 7:24,3.8737,-2.89982,2.11098
7/23/2017 7:25,3.87113,-2.89982,2.10293
7/23/2017 7:26,3.86791,-2.89982,2.09488
7/23/2017 7:27,3.86534,-2.89982,2.08682
7/23/2017 7:28,3.86212,-2.89982,2.07877
7/23/2017 7:29,3.85955,-2.899,2.07071
7/23/2017 7:30,3.85633,-2.899,2.06265
7/23/2017 7:31,3.85376,-2.89982,2.0546
7/23/2017 7:32,3.85054,-2.89982,2.04655
7/23/2017 7:33,3.84797,-2.89982,2.0385
7/23/2017 7:34,3.84475,-2.899,2.03044
7/23/2017 7:35,3.84218,-2.899,2.02239
7/23/2017 7:36,3.83896,-2.89982,2.01434
7/23/2017 7:37,3.83639,-2.89982,2.00628
7/23/2017 7:38,3.83317,-2.899,1.99823
7/23/2017 7:39,3.8306,-2.899,1.99017
7/23/2017 7:40,3.82738,-2.899,1.98212
7/23/2017 7:41,3.82481,-2.89982,1.97406
7/23/2017 7:42,3.82159,-2.89982,1.96601
7/23/2017 7:43,3.81902,-2.89982,1.95796
7/23/2017 7:44,3.8158,-2.899,1.94991
7/23/2017 7:45,3.81258,-2.89982,1.94185
7/23/2017 7:46,3.81001,-2.89982,1.9338
7/23/2017 7:47,3.80744,-2.89982,1.92574
7/23/2017 7:48,3.80422,-2.899,1.91769
7/23/2017 7:49,3.80165,-2.899,1.90963
7/23/2017 7:50,3.79843,-2.89982,1.90157
7/23/2017 7:51,3.79586,-2.899,1.89352
7/23/2017 7:52,3.79264,-2.89982,1.88547
7/23/2017 7:53,3.79007,-2.89982,1.87742
7/23/2017 7:54,3.78685,-2.899,1.86936
7/23/2017 7:55,3.78428,-2.89982,1.86131
7/23/2017 7:56,3.78106,-2.89982,1.85325
7/23/2017 7:57,3.77849,-2.899,1.8452
7/23/2017 7:58,3.77591,-2.899,1.83715
7/23/2017 7:59,3.77334,-2.89982,1.82909
7/23/2017 8:00,3.77012,-2.89982,1.82104
7/23/2017 8:01,3.76755,-2.899,1.81298
7/23/2017 8:02,3.76498,-2.89982,1.80493
7/23/2017 8:03,3.76176,-2.89982,1.79688
7/23/2017 8:04,3.75919,-2.899,1.78882
7/23/2017 8:05,3.75661,-2.899,1.78077
7/23/2017 8:06,3.75339,-2.899,1.77272
7/23/2017 8:07,3.75082,-2.899,1.76466
7/23/2017 8:08,3.74825,-2.89982,1.75661
7/23/2017 8:09,3.74567,-2.899,1.74855
7/23/2017 8:10,3.74246,-2.899,1.74049
7/23/2017 8:11,3.73988,-2.899,1.73245
7/23/2017 8:12,3.73731,-2.89982,1.72439
7/23/2017 8:13,3.73409,-2.899,1.71634
7/23/2017 8:14,3.73152,-2.899,1.70828
7/23/2017 8:15,3.72895,-2.89982,1.70023
7/23/2017 8:16,3.72637,-2.899,1.69218
7/23/2017 8:17,3.72316,-2.89982,1.68412
7/23/2017 8:18,3.72058,-2.899,1.67607
7/23/2017 8:19,3.71801,-2.899,1.66802
7/23/2017 8:20,3.71544,-2.89982,1.65996
7/23/2017 8:21,3.71222,-2.89982,1.6519
7/23/2017 8:22,3.70965,-2.899,1.64385
7/23/2017 8:23,3.70707,-2.89982,1.6358
7/23/2017 8:24,3.70386,-2.89982,1.62775
7/23/2017 8:25,3.70128,-2.899,1.61969
7/23/2017 8:26,3.69807,-2.899,1.61164
7/23/2017 8:27,3.69549,-2.89982,1.60358
7/23/2017 8:28,3.69292,-2.899,1.59553
7/23/2017 8:29,3.6897,-2.89982,1.58747
7/23/2017 8:30,3.68713,-2.89982,1.57941
7/23/2017 8:31,3.68455,-2.89982,1.57137
7/23/2017 8:32,3.68198,-2.89982,1.56331
7/23/2017 8:33,3.67876,-2.899,1.55526
7/23/2017 8:34,3.67555,-2.89982,1.54721
7/23/2017 8:35,3.67297,-2.89982,1.53915
7/23/2017 8:36,3.66976,-2.89982,1.5311
7/23/2017 8:37,3.66718,-2.89982,1.52304
7/23/2017 8:38,3.66461,-2.89982,1.51498
7/23/2017 8:39,3.66139,-2.89982,1.50693
7/23/2017 8:40,3.65818,-2.89982,1.49888
7/23/2017 8:41,3.6556,-2.89982,1.49083
7/23/2017 8:42,3.65239,-2.899,1.48277
7/23/2017 8:43,3.64917,-2.89982,1.47472
7/23/2017 8:44,3.6466,-2.89982,1.46667
7/23/2017 8:45,3.64338,-2.899,1.45861
7/23/2017 8:46,3.64081,-2.899,1.45056
7/23/2017 8:47,3.63759,-2.89982,1.4425
7/23/2017 8:48,3.63437,-2.899,1.43445
7/23/2017 8:49,3.6318,-2.899,1.4264
7/23/2017 8:50,3.62858,-2.899,1.41834
7/23/2017 8:51,3.62537,-2.899,1.41029
7/23/2017 8:52,3.62215,-2.899,1.40223
7/23/2017 8:53,3.61957,-2.899,1.39418
7/23/2017 8:54,3.61636,-2.899,1.38612
7/23/2017 8:55,3.61314,-2.899,1.37807
7/23/2017 8:56,3.61057,-2.899,1.37001
7/23/2017 8:57,3.60735,-2.899,1.36196
7/23/2017 8:58,3.60413,-2.89982,1.35391
7/23/2017 8:59,3.60092,-2.899,1.34586
7/23/2017 9:00,3.59834,-2.89982,1.33781
7/23/2017 9:01,3.59448,-2.899,1.32975
7/23/2017 9:02,3.59191,-2.89982,1.32169
7/23/2017 9:03,3.58869,-2.89982,1.31364
7/23/2017 9:04,3.58548,-2.899,1.30559
7/23/2017 9:05,3.58226,-2.89982,1.29753
7/23/2017 9:06,3.57969,-2.899,1.28947
7/23/2017 9:07,3.57583,-2.89982,1.28143
7/23/2017 9:08,3.57325,-2.899,1.27337
7/23/2017 9:09,3.57004,-2.89982,1.26532
7/23/2017 9:10,3.56682,-2.899,1.25726
7/23/2017 9:11,3.5636,-2.899,1.24921
7/23/2017 9:12,3.56103,-2.899,1.24116
7/23/2017 9:13,3.55781,-2.89982,1.2331
7/23/2017 9:14,3.55459,-2.89982,1.22505
7/23/2017 9:15,3.55138,-2.89982,1.21699
7/23/2017 9:16,3.54816,-2.899,1.20894
7/23/2017 9:17,3.54494,-2.89982,1.20089
7/23/2017 9:18,3.54237,-2.89982,1.19283
7/23/2017 9:19,3.53915,-2.89982,1.18477
7/23/2017 9:20,3.53594,-2.899,1.17672
7/23/2017 9:21,3.53272,-2.89982,1.16866
7/23/2017 9:22,3.53015,-2.89982,1.16062
7/23/2017 9:23,3.52693,-2.899,1.15256
7/23/2017 9:24,3.52371,-2.899,1.1445
7/23/2017 9:25,3.52114,-2.899,1.13645
7/23/2017 9:26,3.51792,-2.89982,1.1284
7/23/2017 9:27,3.51471,-2.899,1.12035
7/23/2017 9:28,3.51213,-2.89982,1.11229
7/23/2017 9:29,3.50892,-2.899,1.10424
7/23/2017 9:30,3.5057,-2.899,1.09618
7/23/2017 9:31,3.50313,-2.899,1.08813
7/23/2017 9:32,3.49991,-2.899,1.08008
7/23/2017 9:33,3.49734,-2.899,1.07202
7/23/2017 9:34,3.49412,-2.89982,1.06396
7/23/2017 9:35,3.49155,-2.899,1.05591
7/23/2017 9:36,3.48833,-2.899,1.04786
7/23/2017 9:37,3.48575,-2.89982,1.0398
7/23/2017 9:38,3.48254,-2.899,1.03175
7/23/2017 9:39,3.47996,-2.899,1.0237
7/23/2017 9:40,3.47739,-2.89982,1.01564
7/23/2017 9:41,3.47417,-2.89982,1.00759
7/23/2017 9:42,3.4716,-2.899,0.99953
7/23/2017 9:43,3.46903,-2.89982,0.99148
7/23/2017 9:44,3.46645,-2.899,0.98343
7/23/2017 9:45,3.46324,-2.899,0.97538
7/23/2017 9:46,3.46066,-2.89982,0.96732
7/23/2017 9:47,3.45809,-2.89982,0.95927
7/23/2017 9:48,3.45552,-2.89982,0.95121
7/23/2017 9:49,3.45294,-2.899,0.94316
7/23/2017 9:50,3.45037,-2.89982,0.9351
7/23/2017 9:51,3.4478,-2.899,0.92706
7/23/2017 9:52,3.44522,-2.899,0.919
7/23/2017 9:53,3.44265,-2.899,0.91095
7/23/2017 9:54,3.44008,-2.899,0.90289
7/23/2017 9:55,3.4375,-2.899,0.89483
7/23/2017 9:56,3.43493,-2.89982,0.88678
7/23/2017 9:57,3.43236,-2.899,0.87872
7/23/2017 9:58,3.42978,-2.89982,0.87068
7/23/2017 9:59,3.42721,-2.899,0.86262
7/23/2017 10:00,3.42528,-2.89982,0.85457
7/23/2017 10:01,3.42271,-2.899,0.84652
7/23/2017 10:02,3.42013,-2.899,0.83846
7/23/2017 10:03,3.41756,-2.89982,0.8304
7/23/2017 10:04,3.41563,-2.89982,0.82235
7/23/2017 10:05,3.41305,-2.899,0.8143
7/23/2017 10:06,3.41048,-2.89982,0.80624
7/23/2017 10:07,3.40791,-2.89982,0.79819
7/23/2017 10:08,3.40598,-2.899,0.79014
7/23/2017 10:09,3.4034,-2.899,0.78208
7/23/2017 10:10,3.40083,-2.899,0.77403
7/23/2017 10:11,3.39826,-2.89982,0.76598
7/23/2017 10:12,3.39633,-2.899,0.75792
7/23/2017 10:13,3.39375,-2.89982,0.74986
7/23/2017 10:14,3.39118,-2.89982,0.74181
7/23/2017 10:15,3.38861,-2.89982,0.73376
7/23/2017 10:16,3.38668,-2.89982,0.72571
7/23/2017 10:17,3.3841,-2.89982,0.71765
7/23/2017 10:18,3.38153,-2.899,0.7096
7/23/2017 10:19,3.3796,-2.89982,0.70154
7/23/2017 10:20,3.37703,-2.89982,0.69349
7/23/2017 10:21,3.37445,-2.89982,0.68543
7/23/2017 10:22,3.37188,-2.899,0.67738
7/23/2017 10:23,3.36931,-2.899,0.66933
7/23/2017 10:24,3.36738,-2.899,0.66128
7/23/2017 10:25,3.3648,-2.89982,0.65322
7/23/2017 10:26,3.36223,-2.899,0.64516
7/23/2017 10:27,3.35966,-2.899,0.63711
7/23/2017 10:28,3.35773,-2.89982,0.62905
7/23/2017 10:29,3.35515,-2.899,0.621
7/23/2017 10:30,3.35258,-2.899,0.61295
7/23/2017 10:31,3.35,-2.89982,0.60489
7/23/2017 10:32,3.34743,-2.899,0.59684
