Date_Time,Voltage(V),Charge_Capacity(Ah)
06/21/2018 22:23:37.000,4.258426666,0.166466847
06/21/2018 22:25:37.000,4.280506134,0.275127351
06/21/2018 22:27:37.000,4.307832718,0.383792371
06/21/2018 22:29:37.000,4.333396912,0.492451549
06/21/2018 22:31:37.000,4.358968735,0.601111829
06/21/2018 22:33:37.000,4.385650635,0.70978415
06/21/2018 22:35:37.000,4.399989128,0.817501247
06/21/2018 22:37:37.000,4.399990082,0.918630302
06/21/2018 22:39:37.000,4.400043488,1.012471199
06/21/2018 22:41:37.000,4.400015831,1.099671602
06/21/2018 22:43:37.000,4.400005341,1.181185961
06/21/2018 22:45:37.000,4.399960518,1.257762074
06/21/2018 22:47:37.000,4.399982452,1.329988122
06/21/2018 22:49:37.000,4.399973869,1.398322105
06/21/2018 22:51:37.000,4.39999485,1.463171363
06/21/2018 22:53:37.000,4.399983406,1.524974346
06/21/2018 22:55:37.000,4.400025368,1.583927631
06/21/2018 22:57:37.000,4.399986267,1.640320897
06/21/2018 22:59:37.000,4.400005341,1.694313526
06/21/2018 23:01:37.000,4.399964333,1.746091127
06/21/2018 23:03:37.000,4.399972916,1.795783162
06/21/2018 23:05:37.000,4.400054932,1.843485117
06/21/2018 23:07:37.000,4.39999485,1.889330149
06/21/2018 23:09:37.000,4.39999485,1.933409452
06/21/2018 23:11:37.000,4.399970055,1.975791454
06/21/2018 23:13:37.000,4.399980545,2.016571045
06/21/2018 23:15:37.000,4.399920464,2.055797815
06/21/2018 23:17:37.000,4.399973869,2.093539238
06/21/2018 23:19:37.000,4.39999485,2.12985754
06/21/2018 23:21:37.000,4.400033951,2.164781094
06/21/2018 23:23:37.000,4.400015831,2.198388577
06/21/2018 23:25:37.000,4.400001526,2.230736971
06/21/2018 23:27:37.000,4.400046349,2.261851788
06/21/2018 23:29:37.000,4.399953842,2.291781425
06/21/2018 23:31:37.000,4.399977684,2.320582151
06/21/2018 23:33:37.000,4.399925232,2.348286629
06/21/2018 23:35:37.000,4.400025368,2.374944925
06/21/2018 23:37:37.000,4.399905205,2.40058136
06/21/2018 23:39:37.000,4.400017738,2.425246954
06/21/2018 23:41:37.000,4.399975777,2.44897604
06/21/2018 23:43:37.000,4.399989128,2.471800327
06/21/2018 23:45:37.000,4.399977684,2.488243818
06/21/2018 23:47:37.000,4.256407738,2.488246441
06/21/2018 23:49:37.000,4.238385201,2.488246441
06/21/2018 23:51:37.000,4.233345032,2.488246441
06/21/2018 23:53:37.000,3.302373886,2.488246441
06/21/2018 23:55:37.000,3.250101089,2.488246441
06/21/2018 23:57:37.000,3.177636147,2.488246441
06/21/2018 23:59:37.000,3.102643013,2.488246441
06/22/2018 00:01:37.000,3.020334244,2.488246441
06/22/2018 00:03:37.000,2.999995232,2.488246441
06/22/2018 00:05:37.000,3.83690834,2.488246441
06/22/2018 00:07:37.000,3.853124619,2.488246441
06/22/2018 00:09:37.000,3.856343269,2.488246441
06/22/2018 00:11:37.000,4.20006752,0.017494546
06/22/2018 00:13:37.000,4.31061554,0.125906333
06/22/2018 00:15:37.000,4.341393471,0.234578222
06/22/2018 00:17:37.000,4.387013435,0.343234628
06/22/2018 00:19:37.000,4.399995804,0.44624427
06/22/2018 00:21:37.000,4.39993,0.532967389
06/22/2018 00:23:37.000,4.399978638,0.606641829
06/22/2018 00:25:37.000,4.400006294,0.670592785
06/22/2018 00:27:37.000,4.40000248,0.727197289
06/22/2018 00:29:37.000,4.400007248,0.778179884
06/22/2018 00:31:37.000,4.400009155,0.82470572
06/22/2018 00:33:37.000,4.399987221,0.867565334
06/22/2018 00:35:37.000,4.399945259,0.907324135
06/22/2018 00:37:37.000,4.400044441,0.944439352
06/22/2018 00:39:37.000,4.400020599,0.979253411
06/22/2018 00:41:37.000,4.40002346,1.012009621
06/22/2018 00:43:37.000,4.400006294,1.042905211
06/22/2018 00:45:37.000,4.399974823,1.072064519
06/22/2018 00:47:37.000,4.399974823,1.099646807
06/22/2018 00:49:37.000,4.399999619,1.125750065
06/22/2018 00:51:37.000,4.399991035,1.150491118
06/22/2018 00:53:37.000,4.400043488,1.173941731
06/22/2018 00:55:37.000,4.400022507,1.194959879
06/22/2018 00:57:37.000,4.26566124,1.194960237
06/22/2018 00:59:37.000,4.251403809,1.194960237
06/22/2018 01:01:37.000,4.247509956,1.194960237
06/22/2018 01:03:37.000,3.296809196,1.194960237
06/22/2018 01:05:37.000,3.237230301,1.194960237
06/22/2018 01:07:37.000,3.161275864,1.194960237
06/22/2018 01:09:37.000,3.086379051,1.194960237
06/22/2018 01:11:37.000,2.999979973,1.194960237
06/22/2018 01:13:37.000,3.855273247,1.194960237
06/22/2018 01:15:37.000,3.872860909,1.194960237
06/22/2018 01:17:37.000,3.876511574,1.194960237
06/22/2018 01:19:37.000,4.200072289,0.014817519
06/22/2018 01:21:37.000,4.309679031,0.123225018
06/22/2018 01:23:37.000,4.349600792,0.231890023
06/22/2018 01:25:37.000,4.40003109,0.340470731
06/22/2018 01:27:37.000,4.400003433,0.437550694
06/22/2018 01:29:37.000,4.400021553,0.518076658
06/22/2018 01:31:37.000,4.399956703,0.586330771
06/22/2018 01:33:37.000,4.399971962,0.645698488
06/22/2018 01:35:37.000,4.400000572,0.698363543
06/22/2018 01:37:37.000,4.399969101,0.74591136
06/22/2018 01:39:37.000,4.400029182,0.789332151
06/22/2018 01:41:37.000,4.400005341,0.829363763
06/22/2018 01:43:37.000,4.399964333,0.866528511
06/22/2018 01:45:37.000,4.399982452,0.901181221
06/22/2018 01:47:37.000,4.400003433,0.9336043
06/22/2018 01:49:37.000,4.399980545,0.964041531
06/22/2018 01:51:37.000,4.399977684,0.992656946
06/22/2018 01:53:37.000,4.399980545,1.019611835
06/22/2018 01:55:37.000,4.399993896,1.045118093
06/22/2018 01:57:37.000,4.400021553,1.069304109
06/22/2018 01:59:37.000,4.399972916,1.092256308
06/22/2018 02:01:37.000,4.39999485,1.104292154
06/22/2018 02:03:37.000,4.269369125,1.104295135
06/22/2018 02:05:37.000,4.256146431,1.104295135
06/22/2018 02:07:37.000,4.252741814,1.104295135
06/22/2018 02:09:37.000,3.316129684,1.104295135
06/22/2018 02:11:37.000,3.251707077,1.104295135
06/22/2018 02:13:37.000,3.170819283,1.104295135
06/22/2018 02:15:37.000,3.09311676,1.104295135
06/22/2018 02:17:37.000,3.001351357,1.104295135
06/22/2018 02:19:37.000,2.999978065,1.104295135
06/22/2018 02:21:37.000,3.854113579,1.104295135
06/22/2018 02:23:37.000,3.872580528,1.104295135
06/22/2018 02:25:37.000,3.876401901,1.104295135
06/22/2018 02:27:37.000,4.200060844,0.016174274
06/22/2018 02:29:37.000,4.302477837,0.124589421
06/22/2018 02:31:37.000,4.339710236,0.233252451
06/22/2018 02:33:37.000,4.39203167,0.341909081
06/22/2018 02:35:37.000,4.400020599,0.442333758
06/22/2018 02:37:37.000,4.400030136,0.524899185
06/22/2018 02:39:37.000,4.400013924,0.594059527
06/22/2018 02:41:37.000,4.40007782,0.65358609
06/22/2018 02:43:37.000,4.400012016,0.706128836
06/22/2018 02:45:37.000,4.399991989,0.753414631
06/22/2018 02:47:37.000,4.399982452,0.796559215
06/22/2018 02:49:37.000,4.399949074,0.836311758
06/22/2018 02:51:37.000,4.399996758,0.873161614
06/22/2018 02:53:37.000,4.399968147,0.907474339
06/22/2018 02:55:37.000,4.399953842,0.939507782
06/22/2018 02:57:37.000,4.400004387,0.969492733
06/22/2018 02:59:37.000,4.39995575,0.997614741
06/22/2018 03:01:37.000,4.400039673,1.024065614
06/22/2018 03:03:37.000,4.399969101,1.048973322
06/22/2018 03:05:37.000,4.400022507,1.072449088
06/22/2018 03:07:37.000,4.399967194,1.090466022
06/22/2018 03:09:37.000,4.268050194,1.090468645
06/22/2018 03:11:37.000,4.255020142,1.090468645
06/22/2018 03:13:37.000,4.251676559,1.090468645
06/22/2018 03:15:37.000,3.304450035,1.090468645
06/22/2018 03:17:37.000,3.239053726,1.090468645
06/22/2018 03:19:37.000,3.157513618,1.090468645
06/22/2018 03:21:37.000,3.074371338,1.090468645
06/22/2018 03:23:37.000,2.999997139,1.090468645
06/22/2018 03:25:37.000,3.862734795,1.090468645
06/22/2018 03:27:37.000,3.880951881,1.090468645
06/22/2018 03:29:37.000,3.884852409,1.090468645
06/22/2018 03:31:37.000,4.200054169,0.010539216
06/22/2018 03:33:37.000,4.319300652,0.118948929
06/22/2018 03:35:37.000,4.356654167,0.227607742
06/22/2018 03:37:37.000,4.399997711,0.335888416
06/22/2018 03:39:37.000,4.40004921,0.430802256
06/22/2018 03:41:37.000,4.400003433,0.509222388
06/22/2018 03:43:37.000,4.400006294,0.575402737
06/22/2018 03:45:37.000,4.399974823,0.632813096
06/22/2018 03:47:37.000,4.400034904,0.68355459
06/22/2018 03:49:37.000,4.400046349,0.729113638
06/22/2018 03:51:37.000,4.400020599,0.770612478
06/22/2018 03:53:37.000,4.400017738,0.808882713
06/22/2018 03:55:37.000,4.400027275,0.844405293
06/22/2018 03:57:37.000,4.400019646,0.87753135
06/22/2018 03:59:37.000,4.400029182,0.908504128
06/22/2018 04:01:37.000,4.400053978,0.937517643
06/22/2018 04:03:37.000,4.400012016,0.964750707
06/22/2018 04:05:37.000,4.400047302,0.990352213
06/22/2018 04:07:37.000,4.399991989,1.01446104
06/22/2018 04:09:37.000,4.400013924,1.037188053
06/22/2018 04:11:37.000,4.400012016,1.042852521
06/22/2018 04:13:37.000,4.268883705,1.042854786
06/22/2018 04:15:37.000,4.256162643,1.042854786
06/22/2018 04:17:37.000,4.252984047,1.042854786
06/22/2018 04:19:37.000,3.308609009,1.042854786
06/22/2018 04:21:37.000,3.24227047,1.042854786
06/22/2018 04:23:37.000,3.160208702,1.042854786
06/22/2018 04:25:37.000,3.076140404,1.042854786
06/22/2018 04:27:37.000,2.999992371,1.042854786
06/22/2018 04:29:37.000,3.861564636,1.042854786
06/22/2018 04:31:37.000,3.880291939,1.042854786
06/22/2018 04:33:37.000,3.884405136,1.042854786
06/22/2018 04:35:37.000,4.200045586,0.010074265
06/22/2018 04:37:37.000,4.322301865,0.118487149
06/22/2018 04:39:37.000,4.360478401,0.227149472
06/22/2018 04:41:37.000,4.400020599,0.335093826
06/22/2018 04:43:37.000,4.400012016,0.42894429
06/22/2018 04:45:37.000,4.400024414,0.506851912
06/22/2018 04:47:37.000,4.400025368,0.573003769
06/22/2018 04:49:37.000,4.400006294,0.63067776
06/22/2018 04:51:37.000,4.399982452,0.681868255
06/22/2018 04:53:37.000,4.400045395,0.728106022
06/22/2018 04:55:37.000,4.400035858,0.770487607
06/22/2018 04:57:37.000,4.4000597,0.809576511
06/22/2018 04:59:37.000,4.400012016,0.845672786
06/22/2018 05:01:37.000,4.399991035,0.879144311
06/22/2018 05:03:37.000,4.399979591,0.910399258
06/22/2018 05:05:37.000,4.400040627,0.939767003
06/22/2018 05:07:37.000,4.400003433,0.96745193
06/22/2018 05:09:37.000,4.400032997,0.993577898
06/22/2018 05:11:37.000,4.400006294,1.018225551
06/22/2018 05:13:37.000,4.399983406,1.041457295
06/22/2018 05:15:37.000,4.400011063,1.054619908
06/22/2018 05:17:37.000,4.272806168,1.054621458
06/22/2018 05:19:37.000,4.260547638,1.054621458
06/22/2018 05:21:37.000,4.257499695,1.054621458
06/22/2018 05:23:37.000,3.327988625,1.054621458
06/22/2018 05:25:37.000,3.256851196,1.054621458
06/22/2018 05:27:37.000,3.173492432,1.054621458
06/22/2018 05:29:37.000,3.089743614,1.054621458
06/22/2018 05:31:37.000,2.999994278,1.054621458
06/22/2018 05:33:37.000,3.857266426,1.054621458
06/22/2018 05:35:37.000,3.876495361,1.054621458
06/22/2018 05:37:37.000,3.880736351,1.054621458
06/22/2018 05:39:37.000,4.200124741,0.011752632
06/22/2018 05:41:37.000,4.320017815,0.120163985
06/22/2018 05:43:37.000,4.357771873,0.228832886
06/22/2018 05:45:37.000,4.399957657,0.337004751
06/22/2018 05:47:37.000,4.399964333,0.431771785
06/22/2018 05:49:37.000,4.400014877,0.510593235
06/22/2018 05:51:37.000,4.400014877,0.577504277
06/22/2018 05:53:37.000,4.40004921,0.635615647
06/22/2018 05:55:37.000,4.400012016,0.687064588
06/22/2018 05:57:37.000,4.399995804,0.733612359
06/22/2018 05:59:37.000,4.400014877,0.776303649
06/22/2018 06:01:37.000,4.400045395,0.815714717
06/22/2018 06:03:37.000,4.399940491,0.852366805
06/22/2018 06:05:37.000,4.400009155,0.886593282
06/22/2018 06:07:37.000,4.400038719,0.918508947
06/22/2018 06:09:37.000,4.399967194,0.948210001
06/22/2018 06:11:37.000,4.400009155,0.975893855
06/22/2018 06:13:37.000,4.400053024,1.001812339
06/22/2018 06:15:37.000,4.39994812,1.026148677
06/22/2018 06:17:37.000,4.400068283,1.04906249
06/22/2018 06:19:37.000,4.399989128,1.057734609
06/22/2018 06:21:37.000,4.26985836,1.057734847
06/22/2018 06:23:37.000,4.25737381,1.057734847
06/22/2018 06:25:37.000,4.254309654,1.057734847
06/22/2018 06:27:37.000,3.315452576,1.057734847
06/22/2018 06:29:37.000,3.246377945,1.057734847
06/22/2018 06:31:37.000,3.162632942,1.057734847
06/22/2018 06:33:37.000,3.078164101,1.057734847
06/22/2018 06:35:37.000,2.999983788,1.057734847
06/22/2018 06:37:37.000,3.860061646,1.057734847
06/22/2018 06:39:37.000,3.878915787,1.057734847
06/22/2018 06:41:37.000,3.883199692,1.057734847
06/22/2018 06:43:37.000,4.200084686,0.010225946
06/22/2018 06:45:37.000,4.324192047,0.118644275
06/22/2018 06:47:37.000,4.364304543,0.22730422
06/22/2018 06:49:37.000,4.39999485,0.334682733
06/22/2018 06:51:37.000,4.399959564,0.427043855
06/22/2018 06:53:37.000,4.399963379,0.503762603
06/22/2018 06:55:37.000,4.399978638,0.56888324
06/22/2018 06:57:37.000,4.399991035,0.625701129
06/22/2018 06:59:37.000,4.400000572,0.67641592
06/22/2018 07:01:37.000,4.400004387,0.722325027
06/22/2018 07:03:37.000,4.400028229,0.764230847
06/22/2018 07:05:37.000,4.399989128,0.802893996
06/22/2018 07:07:37.000,4.399986267,0.838904977
06/22/2018 07:09:37.000,4.399972916,0.87261039
06/22/2018 07:11:37.000,4.400026321,0.904242158
06/22/2018 07:13:37.000,4.399974823,0.933991671
06/22/2018 07:15:37.000,4.400014877,0.961997867
06/22/2018 07:17:37.000,4.399998665,0.988286793
06/22/2018 07:19:37.000,4.400007248,1.012915492
06/22/2018 07:21:37.000,4.399974823,1.035951495
06/22/2018 07:23:37.000,4.400022507,1.044548392
06/22/2018 07:25:37.000,4.270625114,1.044550419
06/22/2018 07:27:37.000,4.258262634,1.044550419
06/22/2018 07:29:37.000,4.255174637,1.044550419
06/22/2018 07:31:37.000,3.319377899,1.044550419
06/22/2018 07:33:37.000,3.249276161,1.044550419
06/22/2018 07:35:37.000,3.166415215,1.044550419
06/22/2018 07:37:37.000,3.082532883,1.044550419
06/22/2018 07:39:37.000,2.999995232,1.044550419
06/22/2018 07:41:37.000,3.85844326,1.044550419
06/22/2018 07:43:37.000,3.877515793,1.044550419
06/22/2018 07:45:37.000,3.881837845,1.044550419
06/22/2018 07:47:37.000,4.200057983,0.010633532
06/22/2018 07:49:37.000,4.324132919,0.119044751
06/22/2018 07:51:37.000,4.363902092,0.227707684
06/22/2018 07:53:37.000,4.400042534,0.335158437
06/22/2018 07:55:37.000,4.400006294,0.427592993
06/22/2018 07:57:37.000,4.399996758,0.504123211
06/22/2018 07:59:37.000,4.399999619,0.569146991
06/22/2018 08:01:37.000,4.39999485,0.625925064
06/22/2018 08:03:37.000,4.399991989,0.676580131
06/22/2018 08:05:37.000,4.399947166,0.722590566
06/22/2018 08:07:37.000,4.399991989,0.76498884
06/22/2018 08:09:37.000,4.399980545,0.804312527
06/22/2018 08:11:37.000,4.399988174,0.84087348
06/22/2018 08:13:37.000,4.399971962,0.874979317
06/22/2018 08:15:37.000,4.400014877,0.906966448
06/22/2018 08:17:37.000,4.399972916,0.937017202
06/22/2018 08:19:37.000,4.399982452,0.965319991
06/22/2018 08:21:37.000,4.400032997,0.992069304
06/22/2018 08:23:37.000,4.400009155,1.017412066
06/22/2018 08:25:37.000,4.399996758,1.041335225
06/22/2018 08:27:37.000,4.400000572,1.063809991
06/22/2018 08:29:37.000,4.399992943,1.064731121
06/22/2018 08:31:37.000,4.274907112,1.064733624
06/22/2018 08:33:37.000,4.263025284,1.064733624
06/22/2018 08:35:37.000,4.260030746,1.064733624
06/22/2018 08:37:37.000,3.335330009,1.064733624
06/22/2018 08:39:37.000,3.261807442,1.064733624
06/22/2018 08:41:37.000,3.176687241,1.064733624
06/22/2018 08:43:37.000,3.092946053,1.064733624
06/22/2018 08:45:37.000,2.999982834,1.064733624
06/22/2018 08:47:37.000,3.856138229,1.064733624
06/22/2018 08:49:37.000,3.875529289,1.064733624
06/22/2018 08:51:37.000,3.879868507,1.064733624
06/22/2018 08:53:37.000,4.200098038,0.012104515
06/22/2018 08:55:37.000,4.318937302,0.120513201
06/22/2018 08:57:37.000,4.35787487,0.229173392
06/22/2018 08:59:37.000,4.400015831,0.337298542
06/22/2018 09:01:37.000,4.400036812,0.431727409
06/22/2018 09:03:37.000,4.400063515,0.50969559
06/22/2018 09:05:37.000,4.400003433,0.575486898
06/22/2018 09:07:37.000,4.399913788,0.632701755
06/22/2018 09:09:37.000,4.399971962,0.683602989
06/22/2018 09:11:37.000,4.399977684,0.729632795
06/22/2018 09:13:37.000,4.400016785,0.77178663
06/22/2018 09:15:37.000,4.399950981,0.810761094
06/22/2018 09:17:37.000,4.400042534,0.846948564
06/22/2018 09:19:37.000,4.400003433,0.880662739
06/22/2018 09:21:37.000,4.40003109,0.912222803
06/22/2018 09:23:37.000,4.399989128,0.941853583
06/22/2018 09:25:37.000,4.39999485,0.969673812
06/22/2018 09:27:37.000,4.400006294,0.995799124
06/22/2018 09:29:37.000,4.399970055,1.020413756
06/22/2018 09:31:37.000,4.40003109,1.043707252
06/22/2018 09:33:37.000,4.400013924,1.060900331
06/22/2018 09:35:37.000,4.271564484,1.060901523
06/22/2018 09:37:37.000,4.259274483,1.060901523
06/22/2018 09:39:37.000,4.256186485,1.060901523
06/22/2018 09:41:37.000,3.330341339,1.060901523
06/22/2018 09:43:37.000,3.256554604,1.060901523
06/22/2018 09:45:37.000,3.171330452,1.060901523
06/22/2018 09:47:37.000,3.085515022,1.060901523
06/22/2018 09:49:37.000,2.999990463,1.060901523
06/22/2018 09:51:37.000,3.857158661,1.060901523
06/22/2018 09:53:37.000,3.876430511,1.060901523
06/22/2018 09:55:37.000,3.880779266,1.060901523
06/22/2018 09:57:37.000,4.200092316,0.011160026
06/22/2018 09:59:37.000,4.322314262,0.119570084
06/22/2018 10:01:37.000,4.361674309,0.228224158
06/22/2018 10:03:37.000,4.400022507,0.335902512
06/22/2018 10:05:37.000,4.400005341,0.428795338
06/22/2018 10:07:37.000,4.400025368,0.505586028
06/22/2018 10:09:37.000,4.400008202,0.570465207
06/22/2018 10:11:37.000,4.400012016,0.626763701
06/22/2018 10:13:37.000,4.4000597,0.676945865
06/22/2018 10:15:37.000,4.400040627,0.722470701
06/22/2018 10:17:37.000,4.400048256,0.764239848
06/22/2018 10:19:37.000,4.399964333,0.802893579
06/22/2018 10:21:37.000,4.400025368,0.8388713
06/22/2018 10:23:37.000,4.400020599,0.872435153
06/22/2018 10:25:37.000,4.400020599,0.903837681
06/22/2018 10:27:37.000,4.399991035,0.933275402
06/22/2018 10:29:37.000,4.399986267,0.960984588
06/22/2018 10:31:37.000,4.400022507,0.987084508
06/22/2018 10:33:37.000,4.399999619,1.011627555
06/22/2018 10:35:37.000,4.399952888,1.034702539
06/22/2018 10:37:37.000,4.399986267,1.046814799
06/22/2018 10:39:37.000,4.269726753,1.046815991
06/22/2018 10:41:37.000,4.257172585,1.046815991
06/22/2018 10:43:37.000,4.254081726,1.046815991
06/22/2018 10:45:37.000,3.330546379,1.046815991
06/22/2018 10:47:37.000,3.263362885,1.046815991
06/22/2018 10:49:37.000,3.181247711,1.046815991
06/22/2018 10:51:37.000,3.096630096,1.046815991
06/22/2018 10:53:37.000,2.99998951,1.046815991
06/22/2018 10:55:37.000,3.850516319,1.046815991
06/22/2018 10:57:37.000,3.870128632,1.046815991
06/22/2018 10:59:37.000,3.874596596,1.046815991
06/22/2018 11:01:37.000,4.20006752,0.013413712
06/22/2018 11:03:37.000,4.316643715,0.121833488
06/22/2018 11:05:37.000,4.353164673,0.23049286
06/22/2018 11:07:37.000,4.400033951,0.339045942
06/22/2018 11:09:37.000,4.40002346,0.435931861
06/22/2018 11:11:37.000,4.400007248,0.516366482
06/22/2018 11:13:37.000,4.400024414,0.584351957
06/22/2018 11:15:37.000,4.399996758,0.643264592
06/22/2018 11:17:37.000,4.400014877,0.695405483
06/22/2018 11:19:37.000,4.400014877,0.742509723
06/22/2018 11:21:37.000,4.39998436,0.785660088
06/22/2018 11:23:37.000,4.400003433,0.825504839
06/22/2018 11:25:37.000,4.400111198,0.862538636
06/22/2018 11:27:37.000,4.399974823,0.897131443
06/22/2018 11:29:37.000,4.39997673,0.929468751
06/22/2018 11:31:37.000,4.399996758,0.959730387
06/22/2018 11:33:37.000,4.399990082,0.98814708
06/22/2018 11:35:37.000,4.40001297,1.014891028
06/22/2018 11:37:37.000,4.400006294,1.040077329
06/22/2018 11:39:37.000,4.399988174,1.063807487
06/22/2018 11:41:37.000,4.400025368,1.084466219
06/22/2018 11:43:37.000,4.271295547,1.084467769
06/22/2018 11:45:37.000,4.258867264,1.084467769
06/22/2018 11:47:37.000,4.25571537,1.084467769
06/22/2018 11:49:37.000,3.329166412,1.084467769
06/22/2018 11:51:37.000,3.258444786,1.084467769
06/22/2018 11:53:37.000,3.176383972,1.084467769
06/22/2018 11:55:37.000,3.09307766,1.084467769
06/22/2018 11:57:37.000,3,1.084467769
06/22/2018 11:59:37.000,3.853460312,1.084467769
06/22/2018 12:01:37.000,3.872781754,1.084467769
06/22/2018 12:03:37.000,3.877100945,1.084467769
06/22/2018 12:05:37.000,4.200094223,0.01264897
06/22/2018 12:07:37.000,4.318120956,0.121074803
06/22/2018 12:09:37.000,4.355576515,0.229732066
06/22/2018 12:11:37.000,4.399987221,0.338063687
06/22/2018 12:13:37.000,4.400012016,0.433346748
06/22/2018 12:15:37.000,4.400033951,0.512020707
06/22/2018 12:17:37.000,4.400019646,0.578294098
06/22/2018 12:19:37.000,4.400053024,0.635634482
06/22/2018 12:21:37.000,4.40002346,0.686371088
06/22/2018 12:23:37.000,4.399969101,0.732134223
06/22/2018 12:25:37.000,4.400045395,0.774134278
06/22/2018 12:27:37.000,4.400007248,0.813035667
06/22/2018 12:29:37.000,4.400014877,0.849246919
06/22/2018 12:31:37.000,4.399977684,0.883091629
06/22/2018 12:33:37.000,4.399991989,0.914788067
06/22/2018 12:35:37.000,4.400006294,0.944441259
06/22/2018 12:37:37.000,4.399983406,0.972218037
06/22/2018 12:39:37.000,4.399991989,0.998394191
06/22/2018 12:41:37.000,4.399967194,1.023152709
06/22/2018 12:43:37.000,4.399970055,1.04659462
06/22/2018 12:45:37.000,4.399969101,1.065618634
06/22/2018 12:47:37.000,4.270012856,1.065619349
06/22/2018 12:49:37.000,4.257394791,1.065619349
06/22/2018 12:51:37.000,4.254273415,1.065619349
06/22/2018 12:53:37.000,3.322404861,1.065619349
06/22/2018 12:55:37.000,3.250730515,1.065619349
06/22/2018 12:57:37.000,3.169055939,1.065619349
06/22/2018 12:59:37.000,3.085598946,1.065619349
06/22/2018 13:01:37.000,2.999992371,1.065619349
06/22/2018 13:03:37.000,3.854356766,1.065619349
06/22/2018 13:05:37.000,3.873492241,1.065619349
06/22/2018 13:07:37.000,3.877857208,1.065619349
06/22/2018 13:09:37.000,4.2000494,0.013107218
06/22/2018 13:11:37.000,4.317148209,0.121519081
06/22/2018 13:13:37.000,4.357083321,0.230175182
06/22/2018 13:15:37.000,4.400015831,0.338294864
06/22/2018 13:17:37.000,4.399995804,0.432673305
06/22/2018 13:19:37.000,4.400012016,0.510713995
06/22/2018 13:21:37.000,4.400090218,0.576653659
06/22/2018 13:23:37.000,4.40000248,0.633833647
06/22/2018 13:25:37.000,4.400027275,0.684505999
06/22/2018 13:27:37.000,4.400042534,0.730178535
06/22/2018 13:29:37.000,4.399989128,0.771956682
06/22/2018 13:31:37.000,4.399978638,0.810652316
06/22/2018 13:33:37.000,4.399962425,0.846718729
06/22/2018 13:35:37.000,4.399990082,0.880429924
06/22/2018 13:37:37.000,4.400078773,0.912030637
06/22/2018 13:39:37.000,4.399988174,0.941688895
06/22/2018 13:41:37.000,4.40001297,0.969467938
06/22/2018 13:43:37.000,4.400006294,0.995538652
06/22/2018 13:45:37.000,4.399981499,1.020084262
06/22/2018 13:47:37.000,4.399969101,1.043324232
06/22/2018 13:49:37.000,4.399974823,1.060191989
